n2,FWHM,E80_4,E80_2,E80_1,E80_4_FWHM,E80_2_FWHM,E80_1_FWHM
0.0050000000000000001,0.27368700100052762,0.025247001000000002,0.025247001000000002,0.0081630009999999996,0.092247716945648178,0.092247716945648178,0.029826045702419979
0.01,0.39380285488322131,0.014839854899999999,0.0021208549,0.0023348548999999998,0.037683461955603709,0.0053855752280641041,0.0059289943458951814
0.02,0.24981598640610383,0.039995986400000003,0.0149059864,0.0052099863999999999,0.16010178922249615,0.059667864392668017,0.020855296232045711
0.040000000000000001,0.13801793175538601,0.050687068199999998,0.0135990682,0.0015040682,0.36724987510923185,0.098531169298364085,0.010897628886844301
