q param real,q param imag,beam waist
0.000000000000000,0.251327412287183,0.000200000000000
1.164819225739318,0.294350508913476,0.000000780469431
2.797761255256628,0.501168233114122,0.000002565515986
6.539199566823454,1.669045453216792,0.000004343204257
-1.760360415751906,31.732553162978210,0.000005065935101
-6.373999171515340,1.595020641127939,0.000004307800205
-2.743549738065818,0.491505758525414,0.000002515571639
-1.132378787114078,0.291984425732298,0.000000745417201
0.027886084469956,0.251352036817142,0.000000040496313
1.197521282318063,0.296803685882791,0.000000816221807
2.853014092245395,0.511217221423596,0.000002615455401
6.711247945344431,1.748575971174824,0.000004377901203
-5.152914682050248,30.966512977691529,0.000005064942523
-6.215252044004014,1.526014457572834,0.000004271703034
-2.690340959653565,0.482211521637079,0.000002465642088
-1.100190712983582,0.289703134340359,0.000000711078963
0.055777546903066,0.251425929634279,0.000000041985057
1.230494457431965,0.299346370445635,0.000000852660209
2.909348661738694,0.521672172131829,0.000002665370158
6.890567179165705,1.834158528379853,0.000004411877341
-8.190559063008267,29.540546620312949,0.000005062957761
